Samples    property    nMgO    metal_coord    HL_gap    pdos_c    pdos_w    av_d    O_Mc    ratio_Mg_Si_cluster    Q_1    Q_2    Q_3    Q_4    Q_5    Q_6
H-MgO_8_SiO2_8_Escatllar-site20    -0.667    8    3    3.752    -4.234    2.038    1.815    -0.353    1.0    0.333    0.247    0.461    0.74    0.493    0.559
H-MgO_8_SiO2_8_Escatllar-site21    0.314    8    3    3.752    -3.004    1.485    1.873    -0.695    1.0    0.667    0.366    0.37    0.722    0.581    0.507
H-MgO_8_SiO2_8_Escatllar-site22    1.03    8    2    3.752    -2.093    1.445    1.766    -0.585    1.0    0.5    0.624    0.535    0.808    0.775    0.581
H-MgO_8_SiO2_8_Escatllar-site23    0.395    8    3    3.752    -2.781    1.533    1.873    -0.682    1.0    0.667    0.337    0.383    0.739    0.563    0.491
H-MgO_8_SiO2_8_Escatllar-site26    0.716    8    2    3.752    -1.87    1.388    1.764    -0.616    1.0    0.5    0.646    0.52    0.786    0.799    0.604
H-MgO_8_SiO2_8_Escatllar-site27    -0.423    8    3    3.752    -3.967    1.952    1.867    -0.434    1.0    0.333    0.298    0.434    0.73    0.517    0.556
H-MgO_8_SiO2_8_Escatllar-site28    0.559    8    3    3.752    -2.182    1.454    1.904    -0.628    1.0    0.667    0.537    0.08    0.632    0.753    0.502
H-MgO_8_SiO2_8_Escatllar-site29    0.708    8    3    3.752    -2.156    1.456    1.941    -0.645    1.0    0.667    0.542    0.085    0.626    0.752    0.513
H-MgO_8_SiO2_8_Escatllar-site3    1.205    8    2    3.752    -1.496    1.435    1.785    -0.585    1.0    0.5    0.678    0.505    0.748    0.822    0.653
H-MgO_8_SiO2_8_Escatllar-site33    0.974    8    2    3.752    -1.423    1.418    1.765    -0.559    1.0    0.5    0.669    0.508    0.76    0.817    0.638
H-MgO_8_SiO2_8_Escatllar-site36    0.721    8    2    3.752    -1.546    1.394    1.758    -0.64    1.0    0.5    0.59    0.565    0.832    0.73    0.572
H-MgO_8_SiO2_8_Escatllar-site37    1.298    8    2    3.752    -1.669    1.506    1.763    -0.621    1.0    0.5    0.463    0.704    0.834    0.555    0.736
H-MgO_8_SiO2_8_Escatllar-site38    0.843    8    2    3.752    -1.385    1.416    1.768    -0.554    1.0    0.5    0.641    0.524    0.792    0.793    0.597
H-MgO_8_SiO2_8_Escatllar-site4    -0.274    8    2    3.752    -3.299    1.965    1.664    -0.34    1.0    0.0    0.548    0.608    0.848    0.667    0.603
H-MgO_9_SiO2_9_Andreas_0-site1    0.569    9    2    3.986    -2.197    1.482    1.749    -0.557    1.0    0.5    0.501    0.66    0.848    0.598    0.672
H-MgO_9_SiO2_9_Andreas_0-site10    0.865    9    2    3.986    -1.83    1.42    1.785    -0.564    1.0    0.5    0.608    0.549    0.821    0.755    0.573
H-MgO_9_SiO2_9_Andreas_0-site12    0.638    9    3    3.986    -2.1    1.458    1.93    -0.629    1.0    0.667    0.504    0.178    0.66    0.716    0.485
H-MgO_9_SiO2_9_Andreas_0-site14    0.94    9    3    3.986    -2.294    1.497    1.921    -0.67    1.0    0.667    0.323    0.461    0.681    0.535    0.615
H-MgO_9_SiO2_9_Andreas_0-site17    0.853    9    2    3.986    -1.776    1.408    1.75    -0.609    1.0    0.5    0.592    0.564    0.831    0.732    0.572
H-MgO_9_SiO2_9_Andreas_0-site18    0.563    9    3    3.986    -2.382    1.461    1.898    -0.644    1.0    0.667    0.494    0.195    0.669    0.707    0.477
H-MgO_9_SiO2_9_Andreas_0-site19    0.233    9    2    3.986    -3.37    2.077    1.66    -0.281    1.0    0.0    0.441    0.728    0.821    0.541    0.768
H-MgO_9_SiO2_9_Andreas_0-site2    0.623    9    2    3.986    -3.518    1.835    1.681    -0.391    1.0    0.0    0.682    0.504    0.743    0.824    0.661
H-MgO_9_SiO2_9_Andreas_0-site21    0.742    9    3    3.986    -3.078    1.526    1.935    -0.646    1.0    0.667    0.392    0.423    0.624    0.638    0.624
H-MgO_9_SiO2_9_Andreas_0-site22    0.497    9    3    3.986    -2.389    1.457    1.906    -0.655    1.0    0.667    0.454    0.211    0.711    0.694    0.396
H-MgO_9_SiO2_9_Andreas_0-site27    -0.448    9    2    3.986    -3.879    2.056    1.644    -0.287    1.0    0.0    0.496    0.665    0.847    0.592    0.68
H-MgO_9_SiO2_9_Andreas_0-site29    0.981    9    2    3.986    -1.415    1.42    1.771    -0.612    1.0    0.5    0.599    0.557    0.827    0.743    0.572
H-MgO_9_SiO2_9_Andreas_0-site3    0.271    9    3    3.986    -2.33    1.497    1.891    -0.642    1.0    0.667    0.317    0.424    0.723    0.535    0.553
H-MgO_9_SiO2_9_Andreas_0-site32    1.264    9    2    3.986    -1.479    1.5    1.76    -0.582    1.0    0.5    0.52    0.639    0.851    0.624    0.642
H-MgO_9_SiO2_9_Andreas_0-site33    0.685    9    3    3.986    -2.576    1.465    1.911    -0.637    1.0    0.667    0.492    0.138    0.682    0.733    0.422
H-MgO_9_SiO2_9_Andreas_0-site34    0.874    9    2    3.986    -1.433    1.411    1.764    -0.587    1.0    0.5    0.63    0.531    0.802    0.782    0.586
H-MgO_9_SiO2_9_Andreas_0-site35    0.65    9    2    3.986    -2.748    1.413    1.819    -0.62    1.0    0.5    0.614    0.544    0.816    0.763    0.575
H-MgO_9_SiO2_9_Andreas_0-site37    1.31    9    2    3.986    -1.316    1.464    1.773    -0.583    1.0    0.5    0.648    0.519    0.784    0.8    0.606
H-MgO_9_SiO2_9_Andreas_0-site43    0.615    9    2    3.986    -1.794    1.408    1.765    -0.572    1.0    0.5    0.607    0.55    0.822    0.753    0.573
H-MgO_9_SiO2_9_Andreas_0-site5    0.65    9    3    3.986    -2.921    1.468    1.936    -0.703    1.0    0.667    0.361    0.377    0.721    0.58    0.513
H-MgO_9_SiO2_9_Andreas_0-site8    0.881    9    2    3.986    -3.289    1.849    1.683    -0.375    1.0    0.0    0.685    0.503    0.738    0.825    0.667
H-MgO_9_SiO2_9_Andreas_1-site1    0.843    9    2    3.041    -2.678    1.436    1.739    -0.62    1.0    0.5    0.535    0.622    0.85    0.647    0.62
H-MgO_9_SiO2_9_Andreas_1-site12    0.414    9    3    3.041    -3.744    1.515    1.867    -0.717    1.0    0.667    0.256    0.44    0.752    0.51    0.512
H-MgO_9_SiO2_9_Andreas_1-site13    0.54    9    2    3.041    -3.133    1.444    1.758    -0.623    1.0    0.5    0.493    0.669    0.846    0.587    0.686
H-MgO_9_SiO2_9_Andreas_1-site18    -0.018    9    2    3.041    -4.18    1.824    1.678    -0.39    1.0    0.0    0.701    0.5    0.715    0.829    0.697
H-MgO_9_SiO2_9_Andreas_1-site21    1.236    9    2    3.041    -1.92    1.448    1.743    -0.61    1.0    0.5    0.552    0.604    0.848    0.672    0.599
H-MgO_9_SiO2_9_Andreas_1-site22    1.334    9    2    3.041    -1.763    1.502    1.753    -0.561    1.0    0.5    0.551    0.605    0.848    0.671    0.6
H-MgO_9_SiO2_9_Andreas_1-site23    0.754    9    2    3.041    -3.554    1.475    1.792    -0.671    1.0    0.5    0.537    0.62    0.85    0.649    0.618
H-MgO_9_SiO2_9_Andreas_1-site25    0.221    9    3    3.041    -3.863    1.48    1.89    -0.685    1.0    0.667    0.405    0.268    0.742    0.651    0.363
H-MgO_9_SiO2_9_Andreas_1-site26    0.726    9    2    3.041    -2.536    1.424    1.743    -0.637    1.0    0.5    0.57    0.585    0.842    0.7    0.582
H-MgO_9_SiO2_9_Andreas_1-site27    0.392    9    2    3.041    -3.766    1.452    1.79    -0.648    1.0    0.5    0.578    0.576    0.838    0.713    0.577
H-MgO_9_SiO2_9_Andreas_1-site30    0.274    9    2    3.041    -3.564    1.481    1.77    -0.665    1.0    0.5    0.447    0.721    0.825    0.544    0.759
H-MgO_9_SiO2_9_Andreas_1-site32    0.49    9    2    3.041    -3.056    1.459    1.745    -0.602    1.0    0.5    0.512    0.648    0.85    0.612    0.655
H-MgO_9_SiO2_9_Andreas_1-site33    0.946    9    2    3.041    -4.185    1.823    1.68    -0.395    1.0    0.0    0.689    0.502    0.734    0.826    0.673
H-MgO_9_SiO2_9_Andreas_1-site34    0.335    9    3    3.041    -3.763    1.445    1.898    -0.687    1.0    0.667    0.441    0.215    0.724    0.69    0.364
H-MgO_9_SiO2_9_Andreas_1-site35    0.313    9    3    3.041    -3.391    1.622    1.868    -0.66    1.0    0.667    0.264    0.513    0.612    0.671    0.523
H-MgO_9_SiO2_9_Andreas_1-site38    -0.336    9    2    3.041    -4.162    2.036    1.655    -0.298    1.0    0.0    0.506    0.655    0.849    0.604    0.665
H-MgO_9_SiO2_9_Andreas_1-site42    1.254    9    2    3.041    -1.787    1.445    1.74    -0.586    1.0    0.5    0.566    0.589    0.843    0.695    0.585
H-MgO_9_SiO2_9_Andreas_1-site43    -0.312    9    3    3.041    -4.684    1.918    1.84    -0.415    1.0    0.333    0.237    0.531    0.667    0.474    0.689
H-MgO_9_SiO2_9_Andreas_1-site5    0.743    9    3    3.041    -3.876    1.487    1.896    -0.664    1.0    0.667    0.308    0.388    0.76    0.546    0.453
H-MgO_9_SiO2_9_Andreas_1-site6    0.117    9    3    3.041    -4.926    2.003    1.834    -0.354    1.0    0.333    0.329    0.397    0.737    0.548    0.51
H-MgO_9_SiO2_9_Andreas_1-site7    0.667    9    2    3.041    -2.624    1.404    1.76    -0.572    1.0    0.5    0.616    0.542    0.815    0.765    0.576
H-MgO_9_SiO2_9_Andreas_1-site8    1.034    9    2    3.041    -2.235    1.431    1.763    -0.562    1.0    0.5    0.623    0.536    0.809    0.774    0.581
H-MgO_9_SiO2_9_Andreas_2-site0    1.241    9    2    3.973    -3.052    1.851    1.684    -0.362    1.0    0.0    0.676    0.506    0.751    0.821    0.65
H-MgO_9_SiO2_9_Andreas_2-site10    0.418    9    2    3.973    -2.151    1.447    1.738    -0.595    1.0    0.5    0.532    0.626    0.85    0.642    0.625
H-MgO_9_SiO2_9_Andreas_2-site12    0.593    9    3    3.973    -2.193    1.529    1.893    -0.632    1.0    0.667    0.397    0.314    0.731    0.616    0.442
H-MgO_9_SiO2_9_Andreas_2-site13    0.721    9    3    3.973    -2.618    1.435    1.972    -0.666    1.0    0.667    0.55    0.072    0.616    0.755    0.528
H-MgO_9_SiO2_9_Andreas_2-site16    0.647    9    3    3.973    -2.362    1.486    1.937    -0.627    1.0    0.667    0.469    0.252    0.68    0.674    0.493
H-MgO_9_SiO2_9_Andreas_2-site18    1.112    9    2    3.973    -2.312    1.44    1.859    -0.639    1.0    0.5    0.707    0.5    0.707    0.829    0.707
H-MgO_9_SiO2_9_Andreas_2-site2    1.336    9    2    3.973    -1.475    1.416    1.784    -0.624    1.0    0.5    0.642    0.522    0.79    0.795    0.599
H-MgO_9_SiO2_9_Andreas_2-site21    0.352    9    2    3.973    -3.814    2.0    1.664    -0.356    1.0    0.0    0.52    0.638    0.851    0.625    0.642
H-MgO_9_SiO2_9_Andreas_2-site22    0.692    9    2    3.973    -1.747    1.404    1.755    -0.591    1.0    0.5    0.568    0.587    0.843    0.698    0.583
H-MgO_9_SiO2_9_Andreas_2-site26    0.442    9    3    3.973    -2.533    1.463    1.932    -0.653    1.0    0.667    0.469    0.246    0.682    0.677    0.484
H-MgO_9_SiO2_9_Andreas_2-site3    0.883    9    2    3.973    -1.579    1.486    1.743    -0.566    1.0    0.5    0.54    0.616    0.85    0.655    0.613
H-MgO_9_SiO2_9_Andreas_2-site30    0.863    9    3    3.973    -2.515    1.517    1.93    -0.702    1.0    0.667    0.413    0.339    0.686    0.635    0.539
H-MgO_9_SiO2_9_Andreas_2-site33    0.373    9    2    3.973    -1.94    1.497    1.73    -0.552    1.0    0.5    0.456    0.711    0.83    0.55    0.746
H-MgO_9_SiO2_9_Andreas_2-site34    0.876    9    2    3.973    -1.477    1.43    1.758    -0.6    1.0    0.5    0.609    0.547    0.82    0.757    0.573
H-MgO_9_SiO2_9_Andreas_2-site35    0.102    9    3    3.973    -3.706    1.978    1.836    -0.373    1.0    0.333    0.347    0.409    0.716    0.538    0.557
H-MgO_9_SiO2_9_Andreas_2-site40    1.185    9    2    3.973    -3.033    1.852    1.696    -0.388    1.0    0.0    0.685    0.503    0.739    0.825    0.666
H-MgO_9_SiO2_9_Andreas_2-site41    0.95    9    2    3.973    -1.035    1.38    1.799    -0.611    1.0    0.5    0.676    0.506    0.751    0.821    0.649
H-MgO_9_SiO2_9_Andreas_2-site44    0.23    9    3    3.973    -2.971    1.464    1.926    -0.673    1.0    0.667    0.359    0.354    0.742    0.581    0.459
H-MgO_9_SiO2_9_Andreas_2-site5    0.978    9    2    3.973    -1.589    1.392    1.781    -0.591    1.0    0.5    0.677    0.505    0.749    0.821    0.652
H-MgO_9_SiO2_9_Andreas_2-site6    0.769    9    3    3.973    -2.414    1.506    1.913    -0.699    1.0    0.667    0.353    0.374    0.728    0.584    0.496
H-MgO_9_SiO2_9_Andreas_2-site9    0.524    9    2    3.973    -3.414    2.05    1.666    -0.312    1.0    0.0    0.472    0.693    0.838    0.564    0.721
H-MgO_9_SiO2_9_Andreas_3-site10    0.735    9    3    3.476    -3.061    1.438    1.928    -0.682    1.0    0.667    0.369    0.303    0.761    0.619    0.344
H-MgO_9_SiO2_9_Andreas_3-site11    0.403    9    3    3.476    -3.555    1.46    1.936    -0.695    1.0    0.667    0.342    0.387    0.734    0.554    0.508
H-MgO_9_SiO2_9_Andreas_3-site15    1.135    9    2    3.476    -1.87    1.489    1.758    -0.577    1.0    0.5    0.486    0.677    0.844    0.579    0.698
H-MgO_9_SiO2_9_Andreas_3-site17    0.692    9    3    3.476    -2.803    1.454    1.911    -0.621    1.0    0.667    0.517    0.161    0.65    0.723    0.493
H-MgO_9_SiO2_9_Andreas_3-site18    0.683    9    2    3.476    -4.05    1.731    1.687    -0.377    1.0    0.0    0.689    0.502    0.734    0.826    0.673
H-MgO_9_SiO2_9_Andreas_3-site23    0.509    9    2    3.476    -3.442    1.434    1.827    -0.639    1.0    0.5    0.534    0.623    0.85    0.645    0.622
H-MgO_9_SiO2_9_Andreas_3-site24    1.217    9    2    3.476    -1.138    1.36    1.778    -0.624    1.0    0.5    0.658    0.513    0.773    0.809    0.621
H-MgO_9_SiO2_9_Andreas_3-site27    0.537    9    3    3.476    -2.906    1.414    1.942    -0.678    1.0    0.667    0.378    0.353    0.727    0.585    0.487
H-MgO_9_SiO2_9_Andreas_3-site28    0.919    9    2    3.476    -2.34    1.38    1.761    -0.59    1.0    0.5    0.615    0.543    0.815    0.764    0.576
H-MgO_9_SiO2_9_Andreas_3-site29    0.665    9    3    3.476    -2.826    1.48    1.93    -0.687    1.0    0.667    0.276    0.524    0.629    0.562    0.637
H-MgO_9_SiO2_9_Andreas_3-site30    0.566    9    3    3.476    -2.308    1.473    1.893    -0.664    1.0    0.667    0.353    0.404    0.714    0.544    0.554
H-MgO_9_SiO2_9_Andreas_3-site31    1.043    9    2    3.476    -1.84    1.443    1.772    -0.592    1.0    0.5    0.556    0.599    0.847    0.679    0.595
H-MgO_9_SiO2_9_Andreas_3-site33    0.856    9    3    3.476    -1.902    1.426    1.915    -0.624    1.0    0.667    0.553    0.065    0.611    0.757    0.533
H-MgO_9_SiO2_9_Andreas_3-site35    0.899    9    2    3.476    -2.048    1.445    1.772    -0.628    1.0    0.5    0.556    0.6    0.847    0.678    0.595
H-MgO_9_SiO2_9_Andreas_3-site37    0.967    9    3    3.476    -3.315    1.523    1.884    -0.642    1.0    0.667    0.372    0.349    0.725    0.609    0.478
H-MgO_9_SiO2_9_Andreas_3-site38    1.304    9    2    3.476    -2.231    1.402    1.746    -0.582    1.0    0.5    0.557    0.598    0.846    0.681    0.593
H-MgO_9_SiO2_9_Andreas_3-site39    0.133    9    2    3.476    -3.286    1.859    1.684    -0.371    1.0    0.0    0.684    0.503    0.74    0.825    0.664
H-MgO_9_SiO2_9_Andreas_3-site40    0.513    9    2    3.476    -2.441    1.447    1.762    -0.604    1.0    0.5    0.502    0.659    0.848    0.598    0.672
H-MgO_9_SiO2_9_Andreas_3-site44    0.059    9    2    3.476    -4.423    1.697    1.654    -0.328    1.0    0.0    0.54    0.617    0.85    0.654    0.614
H-MgO_9_SiO2_9_Andreas_3-site6    0.649    9    2    3.476    -3.494    1.813    1.687    -0.366    1.0    0.0    0.672    0.507    0.755    0.819    0.643
H-MgO_9_SiO2_9_Andreas_3-site7    0.789    9    2    3.476    -2.493    1.368    1.766    -0.565    1.0    0.5    0.636    0.527    0.797    0.789    0.592
H-MgO_9_SiO2_9_Escatllar-site0    0.357    9    3    3.385    -3.258    1.54    1.914    -0.625    1.0    0.667    0.343    0.418    0.705    0.553    0.567
H-MgO_9_SiO2_9_Escatllar-site1    0.953    9    2    3.385    -3.828    1.847    1.689    -0.366    1.0    0.0    0.69    0.502    0.732    0.827    0.675
H-MgO_9_SiO2_9_Escatllar-site17    0.431    9    3    3.385    -3.748    1.485    1.917    -0.626    1.0    0.667    0.453    0.236    0.704    0.679    0.432
H-MgO_9_SiO2_9_Escatllar-site18    0.563    9    2    3.385    -2.509    1.411    1.76    -0.607    1.0    0.5    0.488    0.675    0.844    0.581    0.695
H-MgO_9_SiO2_9_Escatllar-site19    0.756    9    3    3.385    -2.999    1.485    1.885    -0.639    1.0    0.667    0.504    0.192    0.657    0.709    0.498
H-MgO_9_SiO2_9_Escatllar-site20    -0.001    9    2    3.385    -4.597    2.025    1.653    -0.34    1.0    0.0    0.506    0.655    0.849    0.604    0.666
H-MgO_9_SiO2_9_Escatllar-site23    0.602    9    3    3.385    -2.75    1.555    1.912    -0.662    1.0    0.667    0.207    0.527    0.681    0.493    0.652
H-MgO_9_SiO2_9_Escatllar-site24    0.873    9    2    3.385    -2.624    1.383    1.75    -0.548    1.0    0.5    0.642    0.523    0.79    0.795    0.599
H-MgO_9_SiO2_9_Escatllar-site25    0.002    9    2    3.385    -4.51    2.04    1.648    -0.344    1.0    0.0    0.486    0.677    0.844    0.579    0.698
H-MgO_9_SiO2_9_Escatllar-site26    1.203    9    2    3.385    -1.245    1.342    1.768    -0.628    1.0    0.5    0.68    0.504    0.746    0.823    0.656
H-MgO_9_SiO2_9_Escatllar-site27    0.619    9    2    3.385    -3.835    1.862    1.677    -0.347    1.0    0.0    0.679    0.505    0.747    0.822    0.654
H-MgO_9_SiO2_9_Escatllar-site29    0.872    9    2    3.385    -2.281    1.414    1.748    -0.652    1.0    0.5    0.546    0.61    0.849    0.664    0.606
H-MgO_9_SiO2_9_Escatllar-site3    0.503    9    2    3.385    -2.572    1.457    1.737    -0.554    1.0    0.5    0.493    0.67    0.846    0.587    0.687
H-MgO_9_SiO2_9_Escatllar-site30    0.952    9    2    3.385    -2.32    1.411    1.743    -0.623    1.0    0.5    0.587    0.568    0.834    0.725    0.573
H-MgO_9_SiO2_9_Escatllar-site31    0.531    9    3    3.385    -3.584    1.521    1.894    -0.658    1.0    0.667    0.384    0.357    0.709    0.607    0.513
H-MgO_9_SiO2_9_Escatllar-site32    0.445    9    3    3.385    -2.957    1.428    1.915    -0.698    1.0    0.667    0.371    0.364    0.724    0.582    0.5
H-MgO_9_SiO2_9_Escatllar-site33    -0.118    9    2    3.385    -3.523    1.829    1.683    -0.371    1.0    0.0    0.699    0.5    0.72    0.829    0.691
H-MgO_9_SiO2_9_Escatllar-site37    0.813    9    3    3.385    -3.239    1.644    1.877    -0.638    1.0    0.667    0.334    0.551    0.436    0.784    0.483
H-MgO_9_SiO2_9_Escatllar-site39    0.854    9    3    3.385    -2.198    1.513    1.877    -0.602    1.0    0.667    0.474    0.264    0.67    0.668    0.517
H-MgO_9_SiO2_9_Escatllar-site40    1.291    9    3    3.385    -2.014    1.426    1.92    -0.618    1.0    0.667    0.584    0.091    0.567    0.75    0.589
H-MgO_9_SiO2_9_Escatllar-site43    0.414    9    2    3.385    -2.362    1.408    1.74    -0.629    1.0    0.5    0.538    0.619    0.85    0.651    0.616
H-MgO_9_SiO2_9_Escatllar-site44    0.878    9    3    3.385    -2.972    1.539    1.91    -0.642    1.0    0.667    0.336    0.387    0.739    0.554    0.499
